collection_id,avg_cpu_usage,avg_memory_usage
398525271195,0.00039540514937804865,0.0013035844570572135
385117197597,9.355479723786656e-05,0.00029970521796239563
399645559154,0.0004373085102646007,0.004641762528894884
394043194078,0.0003239313761393229,0.00010331471761067708
385475897452,0.0005688667297363281,0.00011205673217773438
383375740376,0.00031893752342046695,0.0012163561443949858
385475898669,0.0004215633746274968,0.0187546641556258
398525306264,7.826334809603757e-05,0.00033703568863542127
396023595109,0.0004109680857445367,0.018754487185134106
393558639371,0.00035159264716921954,0.0013509815959454536
394043194314,0.00011721345567211666,0.00029450511604649926
380165308710,0.00023940571567468476,0.000491794786955181
396897068717,0.000640869140625,0.0009007453918457031
380568470796,0.000234108995095008,0.0014348361546305736
383595953149,0.0022459340289356267,0.0023054262486899763
398525266867,0.00021283920497110442,0.0068262603184948215
381431294770,0.00023746490478515625,0.00042782889472113713
381235756155,0.00012294236413655437,0.00031798631283237803
383720775834,0.00011614505122091154,0.0002745947152757709
396897002396,0.00029266279305207416,0.0016119745404240238
377442396580,0.0002717257365328339,0.001192876809241437
399286494827,0.0007243042512965283,0.01706395132956651
384470096160,0.0013584228099002764,0.02805695517478135
375825112118,0.0006580352783203125,0.0008821487426757812
384835069098,0.0002705695024177209,0.0012324461296423163
383375739352,0.000448348205213602,0.000566355754874345
394043199618,0.0005541205203106707,0.0012393022111571023
393558567257,0.00019242238190214517,0.0010960983017743635
387447633233,0.0002245053271057674,0.0004438072790259599
400447916576,0.007271367450093114,0.0017237848089646924
394043243293,0.00010785069958917026,0.0002998878215921338
380907759843,0.0009322383947539745,0.0013797726547508907
381235741812,0.00029024032697285687,0.007026900983836555
393558571289,0.00010986197484682681,0.0015584834634441212
384835045007,6.868598166476473e-05,0.0007859597938337571
377442395206,0.0008063332844770489,0.01616608312798207
382221935266,0.001647420805105215,0.005395726374676978
384835046007,0.0004987716674804688,0.0006337165832519531
396897001763,0.00025050738086439207,0.000603335197657755
394245033994,0.00018482732918567921,0.0009769420883462766
382221935216,0.0002068068883190416,0.001365370946387722
384470049693,0.0010144165351529174,0.026177855481873596
382986518504,0.0007832022646371006,0.0013667595327197018
380568465686,0.00024178410329402932,0.0006004481474394827
375825087331,0.00044536590576171875,9.822845458984375e-05
375825103372,0.00011338634295675127,0.00028388247961884085
394043199857,8.373717739157485e-05,0.0007483861217760059
394909031317,0.00026719981226427816,0.0005748354155441813
400447968806,0.0002609701717601103,0.006539344787597656
384088964737,0.0001188549730512831,0.0002839068571726483
381237848806,0.0001374787490120115,0.000435224665663444
382051556049,0.00010634734567287753,0.00025737391108960174
381829051998,0.00011216575338337169,0.00028337154012252253
378411347437,0.0003816903527103253,0.0005857268376136894
384088982315,0.0011696436000942765,0.028044410230379204
397178570620,0.0005998611450195312,0.000747998555501302
381041730200,0.0006524151976003588,0.0013232201150378342
383720807582,0.0001054561301453473,0.000302386610475305
387451666174,0.00018206361221940554,0.0010934790519818865
389214295157,0.0003234340298560357,0.0005058473156344506
393558569143,0.00022257131114347806,0.000478478259194019
381041721358,0.0002505612221493084,0.006870427708716908
384087962818,0.00038338680656588807,0.019305115654355016
400447916735,9.890163646024816e-05,0.0002492455875172336
384087963611,9.868884908741922e-05,0.00029863160232017783
381828000708,0.0014753877479611465,0.0008877377109673185
393558560913,0.00034546852111816406,0.00016355514526367188
383189826645,0.0006292721010603991,0.0005498382280457699
396897064677,0.00013780986330636744,0.0004985826332709746
383720777977,0.00011602929020904439,0.01643258638349409
381830052939,0.000752568896350965,0.0013776476917371082
399286418682,0.00011455769441565689,0.00037832973765678136
396897057724,0.0009800917437287418,0.02649157712248719
380907677748,0.0011147311036015894,0.015588713363862373
385116163167,0.00013802476125220734,0.0012915754971438889
384835069831,0.0016830595539767971,0.006659417218763812
385116142432,0.000978913367272515,0.0007507151982036887
384470095831,0.00025603042025746346,0.000715862025100341
398525325916,0.0003001689910888672,0.0005824565887451172
385475950716,0.00045063776107307727,0.006226423688458462
381828000550,0.0007763670824119212,0.0012955284644092743
381829051504,9.638960190240857e-05,0.0002976833786095043
