Job ID	NewLB	Summed CPLength	Summed TWork
593	16367	340	488.74760416666663
835	455	139	4.358691666666667
1431	7640	511	295.36927083333336
1643	2451	2072	46.13427083333333
2023	7356	393	298.4065625
2072	30705	506	140.99312500000002
2336	18608	3607	146.23270833333333
3348	360	353	0.37864583333333335
5228	8629	950	298.31937500000004
6623	13491	330	495.9134375
8807	998	873	7.64875
10171	3857	138	35.08705833333333
10973	396	396	0.0
11480	13628	309	429.9647916666667
11744	31248	574	143.94919166666668
13699	32219	560	261.3693
15789	5340	1348	39.074308333333335
16092	1165	1165	3.1961458333333335
17008	294	292	0.3226041666666667
19086	23988	527	166.32199999999997
20195	32609	524	149.93729166666668
20716	27415	448	136.9239
21068	16676	509	510.01895833333333
21749	7694	650	295.22729166666664
23313	30349	1027	417.54786249999995
26605	29402	412	219.91230000000002
29829	1498	1498	0.35208333333333336
30375	7311	418	276.10541666666666
34707	12833	245	148.0016
35743	25528	420	120.44017083333333
35896	17612	7084	117.9309375
36013	24960	575	184.10079999999996
36363	14197	1475	283.00104166666665
37239	271	111	1.7438
39282	92540	281	967.2203125000001
39425	8320	213	86.8432
40134	401	138	1.21875
40943	78294	2242	625.6098000000001
41283	19865	394	484.64937499999996
41579	15510	377	482.60072916666667
42040	9573	735	25.220104166666665
42481	27808	389	201.7746
43927	16046	395	489.84229166666665
43949	1367	385	8.947750000000001
44136	10766	174	117.18950000000001
44251	2362	102	1.1083
44746	15323	360	484.801875
45133	2157	2157	3.3579166666666667
45283	102945	369	967.9813541666667
46841	40363	437	437.53989583333333
47007	22433	411	107.561275
47165	34938	1160	487.2976041666667
48007	3227	3097	10.258020833333333
48565	677	662	0.3759375
48868	359	182	3.0534375
49238	20669	460	442.3179166666667
50136	13933	404	425.58510416666667
51418	4958	4952	12.614999999999998
52216	16068	556	495.001875
52254	15217	371	495.0347916666667
52705	17638	337	209.6101
54013	2835	99	0.04052083333333333
54509	28049	459	146.34230000000002
57908	97936	379	970.8547916666666
58929	7573	483	291.83552083333336
59179	8569	847	290.28302083333335
59508	785	152	3.1653125
60889	7746	808	288.1359375
63712	20621	471	151.79000000000002
66941	1578	555	10.6515
66966	8632	1239	295.55072916666666
66976	7163	378	286.13416666666666
67075	2426	200	40.5557
67391	7211	410	295.666875
68240	47647	998	503.59965416666665
