Job ID	NewLB	Summed CPLength	Summed TWork
14418	6268	712	139.84208333333333
38251	3346	356	133.41510416666665
72328	7960	389	137.31052083333333
87370	3436	671	133.72875
119244	7375	1339	139.94270833333334
147756	5742	461	139.00166666666667
173181	5902	699	138.28458333333333
180922	7242	774	143.4265625
190639	6223	639	139.80760416666666
213339	6427	452	142.99427083333333
252194	6245	760	138.06479166666668
259197	5520	395	137.62833333333333
340953	5778	393	139.00020833333332
356813	186231	22768	2762.701979166667
366026	3264	352	132.055
367929	6427	1141	138.385625
379828	5950	541	138.41333333333336
393313	11216	6179	24.023125
395727	3728	746	133.9384375
409061	7882	767	152.01749999999998
417472	6558	852	139.18333333333334
430820	6568	828	139.46114583333332
434751	3769	761	136.39281250000002
469795	8407	2322	23.942395833333332
492239	5733	397	139.64125
496041	6254	685	141.20229166666667
498568	5771	421	139.73854166666666
543778	3449	383	135.52479166666666
568154	6784	451	140.9340625
578405	5707	401	136.76864583333332
588114	5774	524	135.14374999999998
595717	9289	762	147.286875
596035	6352	767	138.59479166666668
611310	3689	642	136.94177083333335
658936	7826	1196	144.625
665265	3752	425	135.00979166666667
703340	6548	1202	137.0759375
708310	5960	402	137.68791666666667
717638	6257	887	140.4740625
735592	6796	908	142.36739583333335
740459	11386	11386	0.14614583333333334
765964	5808	430	136.9728125
780485	181704	19208	2716.5728125
786335	6025	463	140.67552083333334
786980	5689	432	136.56708333333333
789723	6899	908	143.17166666666668
799939	6742	1119	139.15
806399	3528	664	133.48479166666667
806931	3980	891	135.42125
838733	6584	712	137.90489583333334
852538	7871	1174	140.98802083333334
853685	5313	403	137.78645833333331
861304	6062	466	140.32708333333332
867952	5835	472	141.391875
903006	5863	471	136.06270833333335
962908	6551	541	143.12604166666668
967279	3333	318	135.60916666666665
995836	5932	761	139.3703125
997652	5289	379	137.53510416666666
1010238	3810	670	130.36499999999998
1037040	3556	582	136.02802083333333
1039508	6473	950	139.93083333333334
1060988	5882	553	138.290625
1062922	6151	772	140.6838541666667
1077707	5383	361	136.93635416666666
1077887	3649	724	133.81562499999998
1098993	5978	434	139.43833333333333
1103104	3448	373	135.08697916666668
1154505	6476	697	141.02645833333332
1167291	351062	8436	525.7009375
1193789	6613	713	145.39270833333336
1195196	6135	710	140.67447916666669
1209441	5970	655	138.12104166666666
1226761	5761	439	136.56416666666667
1239600	6768	480	141.88875000000002
1252953	6659	502	144.3509375
1260526	6238	534	137.03937499999998
1286792	6747	462	142.22625000000002
1347082	519	519	0.14583333333333334
1368071	6216	439	139.43239583333335
1385151	6586	1072	139.9609375
1388242	0	0	0.0
1397050	5663	407	136.8271875
1403570	3351	329	133.660625
1408500	6863	868	139.49229166666666
1417936	3809	730	136.266875
1443753	7380	3220	23.611875
1458678	6539	949	137.53843750000001
1460146	4104	734	137.16010416666666
1495195	6625	548	139.7303125
1499431	6550	626	140.18385416666666
1507239	7520	1550	138.3498958333333
1527850	6142	1079	134.0671875
1533437	487294	55523	2824.6565625000003
1535181	6136	718	136.79260416666665
1550180	7271	1267	145.71458333333334
1554955	4251	504	137.18
1555425	5905	675	136.735625
1573816	7766	1491	141.33447916666668
1601351	6905	724	142.37927083333332
1613291	4308	1006	137.3934375
1622594	3398	413	134.44520833333334
1640416	6427	939	140.68947916666667
1657189	6128	520	139.45333333333332
1674043	3545	655	128.60322916666667
1675689	5989	736	138.1084375
1684435	5729	412	139.29479166666667
1693698	7018	532	142.30145833333333
1712192	13973	1201	137.68083333333334
1776410	6626	859	139.12437500000001
1788919	6516	765	138.20333333333335
1791416	6925	1018	142.3696875
1796599	5801	458	136.48802083333334
1806416	3700	653	135.00041666666667
1811640	6217	581	142.4759375
1821353	5662	1447	135.095
1831647	5919	463	142.46114583333332
1843156	6399	541	140.15583333333333
1848449	3514	727	135.29697916666666
1894072	6520	1172	138.84729166666668
1895533	6092	739	135.84104166666668
1895829	6001	400	138.83645833333333
1905396	14464	439	140.91177083333335
1911979	9323	4517	23.776875
1942188	6683	572	140.20395833333333
1943694	6385	537	141.54197916666666
1959987	5874	531	139.62583333333333
1964057	6346	614	141.62104166666666
1966794	3166	344	133.86854166666666
1984415	6958	903	141.05541666666667
2003642	492	492	0.16927083333333331
2035855	22599	778	137.93833333333333
2045958	5950	433	138.15145833333332
2067617	6104	467	140.34927083333335
2089622	5660	440	137.63729166666667
2098981	6790	526	141.68510416666666
2113686	3250	369	132.405
2127544	6211	856	137.94822916666666
2129143	3431	339	135.8046875
2142837	5821	428	137.13364583333333
2179338	6435	753	139.76520833333333
2207172	5245	5245	0.12072916666666667
2225469	182956	11668	2720.795833333333
2252751	5746	470	137.00072916666667
2269007	5783	446	138.1303125
2277625	3751	451	135.284375
2347045	537	537	0.14802083333333332
2372000	3356	370	132.63958333333335
2425271	5832	493	137.9003125
2438898	5623	427	136.90458333333333
2441907	5722	445	137.95229166666667
2478459	5396	564	133.8790625
2482839	6562	1112	139.00239583333334
2506320	6035	476	140.66197916666667
2520511	5846	714	137.04552083333334
2523477	5991	493	137.583125
2541394	5746	495	135.75145833333332
2545364	6118	560	138.98604166666667
2573962	3683	804	132.49552083333333
2611418	35241	1059	139.23354166666667
2612003	6458	580	140.3136458333333
2631290	3647	403	135.773125
2634541	6563	835	136.85739583333333
2658309	5656	452	136.73583333333332
2668839	3650	342	138.12135416666666
2677607	5918	456	140.30083333333332
2680176	6665	1326	138.05916666666667
2697366	5935	523	137.94697916666667
2715747	6475	416	137.70291666666665
2720030	6290	608	139.94875
2731691	6459	823	142.07458333333332
2799764	6209	457	139.48250000000002
2800770	5674	418	136.68239583333332
2805777	4587	336	141.13770833333334
2807393	13340	1395	135.81177083333336
2816977	6547	462	139.59135416666666
2872958	6528	874	140.49385416666667
2929319	6192	760	139.89625
2967846	5488	412	135.37802083333332
3018489	7273	1111	142.20791666666668
3023646	6521	1086	138.28697916666667
3048142	6862	1032	140.146875
3048460	6093	428	139.62510416666666
3063250	25671	461	140.695
3073016	6868	539	143.3646875
3087488	3396	355	134.89572916666668
3106258	5710	752	134.28312499999998
3113139	5442	472	135.99916666666667
3121440	3264	364	135.29885416666667
3123676	3497	325	137.55166666666668
