Job ID	Resource 1 Utilization	Resource 2 Utilization
822	1.277187	0.155400
1501	0.269896	0.307500
4162	0.115000	0.121800
4844	0.144687	0.003900
5529	0.062083	0.049900
5540	6.849167	1.001000
5653	3.383437	0.085500
6028	0.103958	0.105100
6244	0.486979	0.018000
6994	0.151042	0.004400
7122	8.116354	5.858200
7367	1.217500	2.799000
7998	0.533958	0.775600
8106	0.119167	0.103000
9226	0.648333	1.102400
9241	10.167917	1.521100
9663	0.595208	1.204400
10708	0.134896	0.003200
11747	25.864792	8.578600
12123	0.152917	0.004100
13037	0.234063	0.029600
13430	0.106146	0.003100
14349	1.377708	2.414900
16259	0.246875	0.094500
18794	15.822188	3.278500
18807	0.182188	0.209400
19169	0.154792	0.005200
19309	0.181458	0.116200
19342	10.521250	1.111200
19514	0.131562	0.004700
19751	0.158229	0.005900
20007	0.751354	1.054900
20144	98.634792	9.504500
21674	7.000729	6.449900
22107	0.443437	0.404400
22591	0.150208	0.003800
24085	82.348021	4.734900
25329	0.104896	0.135300
25427	20.827188	4.036400
26270	3.929896	4.446000
26644	0.150833	0.003400
27263	82.053958	5.051900
27554	0.164687	0.006000
28391	0.208958	0.191900
28516	0.245729	0.159000
28545	0.938958	2.756500
29282	0.152812	0.004700
29941	0.162396	0.100200
30212	0.104792	0.003100
31137	0.447083	0.728200
31232	0.137708	0.106600
31301	0.295417	0.307000
31595	0.147813	0.004200
31875	0.445312	0.029500
32402	10.241354	1.107500
32403	1.316667	2.226100
32849	0.221562	0.214500
33001	34.995833	2.674500
33139	0.129896	0.003300
34324	0.223542	0.018800
34608	1.244167	0.214900
38190	0.123958	0.003100
38287	0.130000	0.005400
38582	0.702292	0.037600
39198	0.123229	0.003900
39296	0.145313	0.004500
39864	0.440000	0.018300
39953	22.256354	0.699800
40514	0.211562	0.335900
40546	0.125833	0.106300
40601	78.570937	4.636000
40724	0.147083	0.004100
40927	0.122188	0.004000
41184	7.384062	6.865800
42278	9.649688	1.494300
42930	0.594063	1.055100
44076	0.634687	1.071700
44412	12.274896	1.462000
45664	0.244271	0.315000
45874	0.163125	0.006900
49837	1.603333	0.272700
49879	0.145000	0.003400
50645	28.579271	6.306400
52424	11.093438	1.196600
53038	26.521458	0.800100
55487	1.213437	2.620900
56064	0.505104	1.093200
57250	0.549271	1.125600
57571	0.146458	0.003200
57616	0.197708	0.192400
57730	1.112292	2.448400
57922	0.172500	0.188600
58112	0.138333	0.003200
58383	0.122917	0.003500
58634	10.061979	1.098600
60055	0.135104	0.135100
60062	0.196458	0.233100
60856	1.430521	0.056600
62429	0.105729	0.146700
64559	0.525521	1.098300
64569	0.128854	0.005200
65031	0.132500	0.003200
66589	0.212396	0.489300
66592	6.163750	0.254200
67643	1.165417	2.451800
69055	0.155312	0.008000
69140	115.619896	38.274600
70926	0.158438	0.005700
71405	0.138437	0.003400
71958	0.416250	1.146600
72045	4.553438	3.737400
72581	5.931250	0.165100
72629	0.158958	0.007400
72896	1.157188	2.431200
73239	5.842604	1.120500
73280	1.194896	0.885500
73410	0.699167	1.117600
75464	0.175417	0.340400
75672	0.177813	0.092000
75930	1.123333	2.559500
76397	0.615729	1.043600
76423	0.268750	0.295700
76731	0.620313	1.123500
76981	0.145833	0.003500
77469	0.093021	0.125700
