Job ID	Resource 1 Utilization	Resource 2 Utilization
2637	47.436458	2.582100
28735	54.785833	2.598300
28824	0.841146	0.043200
29151	0.131354	0.134800
40673	53.248646	2.619700
49765	52.534792	2.502300
50537	0.942917	0.045500
50861	0.179479	0.699800
52737	0.197187	0.141500
65848	0.137708	0.101200
67303	55.151771	2.701400
71677	54.919896	2.654500
83965	0.140000	0.100900
94608	0.977187	0.043200
96988	53.944792	2.502700
100499	0.100208	0.098600
104372	0.165521	0.095400
109872	53.591354	2.535800
111717	15.597500	4.334500
112082	12.918125	0.787300
121721	53.791250	2.522700
124440	53.619792	2.649400
129207	3.881667	0.184200
133342	53.602187	2.346300
139919	51.600938	2.536700
146358	0.852083	0.043600
147477	0.166875	0.103200
156147	49.888646	2.522800
157386	0.196042	0.123000
158062	50.901875	2.634300
158135	0.163021	0.170600
158937	0.855208	0.044800
160684	6.494063	0.443100
165337	7.918854	0.493900
169067	48.514583	2.643300
177264	33.711042	1.608200
187098	6.810625	0.467100
187683	169.414479	60.360800
190712	53.945937	2.621700
193601	43.942292	2.573100
197342	53.691979	2.495000
204393	52.417187	2.588700
204527	0.048646	0.182200
233529	0.150521	0.140200
248035	46.645625	2.619700
253467	46.631563	2.404000
254080	0.811979	0.044200
254449	51.885521	2.619500
257001	6.531042	0.437200
257078	66.403958	3.382900
257106	0.915937	0.045000
271821	0.842500	0.043800
273331	3.351875	0.180900
276030	6.726667	0.427300
280613	13.167083	1.340700
287864	0.157292	0.121100
289890	0.132604	0.096200
295729	7.346771	0.461600
296535	52.428542	2.604600
299629	0.168958	0.144400
302510	55.106979	2.595500
302546	53.366042	2.514000
309873	1.533542	0.627200
323821	7.751042	0.487200
331259	5.757396	1.008600
333608	0.942500	0.044800
335857	0.840208	0.043200
337081	53.380208	2.574100
340634	6.721458	0.438200
342939	0.181979	0.128300
350000	0.196875	0.144000
350836	0.907396	0.043300
358782	9.697500	0.375400
371132	54.487396	2.563800
371134	1.920417	0.984200
375745	55.563021	2.610700
378585	50.044479	1.849800
384497	53.214792	2.616100
389169	0.046354	0.027600
391732	1.908333	0.092000
393496	0.115937	0.127400
393650	0.057396	0.006600
394942	0.118646	0.180900
396913	54.101979	2.555200
397675	7.603021	0.631600
407986	1.763854	0.093600
411017	53.211771	2.520500
412460	0.132708	0.196200
417940	0.866771	0.043800
418859	0.176146	0.159100
423876	0.178333	0.193300
424653	0.151875	0.136100
424904	14.599167	1.701500
427880	53.053750	2.399100
436499	0.113542	0.139900
449043	51.508646	2.599900
454463	54.305312	2.552800
457893	0.138854	0.153800
463372	39.614271	1.569300
465996	51.683854	2.565800
466954	1.035417	0.043000
467545	51.823542	2.566000
485136	0.170729	0.751500
486944	5.810000	1.006900
491076	50.414479	1.834800
494178	0.146979	0.117200
497795	40.515000	2.444600
499534	50.235000	2.710700
500851	52.243333	2.544400
507759	0.210417	0.152300
510716	2.257500	0.323000
512328	7.664479	0.436800
517554	2.543542	0.303700
530884	2.072188	1.046500
542488	9.397187	0.892000
542570	0.119688	0.173000
542875	52.883437	2.443000
550989	53.412292	2.686900
554603	0.203125	0.135200
557014	6.352812	0.614500
572843	51.730312	2.584700
575096	0.136771	0.168300
584994	6.649375	0.438800
587912	1.036354	0.043000
589016	54.232500	2.405700
590547	0.179271	0.170300
597560	3.890000	0.177400
597611	52.532292	2.614100
600779	16.411458	4.527700
604072	49.773333	1.838600
604673	53.436458	2.570100
609573	52.870729	2.609300
609807	7.440104	0.486300
617607	6.998542	0.473200
628339	53.069167	2.402600
630563	42.199271	2.454200
635689	53.090000	2.635200
636174	93.178854	5.278800
639808	0.185833	0.143400
640370	7.655938	0.500000
662751	0.185521	0.140800
671357	0.227813	0.133600
674405	44.228437	2.279400
676845	50.946146	1.833400
686938	7.479167	0.508000
688298	0.191458	0.136000
689761	0.219479	0.123900
691396	51.409896	1.835800
693217	0.158854	0.744400
694138	55.085208	2.561400
722614	1.041562	0.045400
728325	8.968958	1.072700
728537	53.738542	2.489700
730991	0.975000	0.043300
731481	49.624167	2.571300
744313	1.514271	0.663500
751392	53.338333	2.516900
759375	0.122188	0.161800
759778	0.142917	0.104400
763116	0.153646	0.122800
763919	11.653021	1.116800
766272	17.590312	0.790100
766778	7.377396	0.525000
774258	7.543854	0.904900
776562	0.981458	0.044000
780561	0.951042	0.045700
787909	54.174583	2.448400
790502	0.145104	0.103500
810415	7.675104	0.435500
812055	54.677708	2.619100
818143	50.535208	2.220300
823773	46.902604	2.737200
826786	53.276875	2.588900
827232	51.342708	2.435600
840914	54.802396	2.539400
841853	0.185729	0.139500
842641	0.151250	0.115100
843273	0.181458	0.137200
845861	2.156458	2.635300
849182	0.170625	0.144700
850179	51.708125	1.839200
855507	0.990000	0.044900
856107	38.657917	2.551200
856364	0.189896	0.152500
859215	53.813854	2.604700
865912	0.947604	0.044600
866749	53.549896	2.510600
870404	7.623229	0.440400
872832	51.306042	1.834400
874138	49.981146	2.249900
874193	0.953333	0.044300
875084	53.263438	2.551600
875833	54.560625	2.454700
876009	0.154271	0.152200
878192	52.130729	2.548600
879217	1.813438	2.775300
879847	0.218438	0.203400
892906	0.130417	0.107400
898711	0.155625	0.151600
901150	39.747500	2.545500
904809	0.128438	0.142600
912553	0.845729	0.045700
916293	54.501667	2.590000
922962	7.760000	0.494100
928882	50.985729	2.637300
932660	51.795729	2.421400
936347	51.665833	2.490100
947678	51.796979	2.645400
951516	0.056250	0.129100
963127	2.001250	0.999200
965280	0.224896	0.140600
967229	54.638438	2.438700
969589	0.814167	0.044900
970925	8.004479	0.488200
971571	52.986458	2.575600
975492	0.843542	0.045500
982192	51.579792	2.603900
983265	51.754375	1.837700
984343	51.960625	2.436200
987235	0.159688	0.092800
987353	6.791146	0.441700
993170	1.073542	0.045400
995361	7.625417	0.506000
995407	0.181458	0.166200
1003001	5.736354	1.007600
1005807	48.356667	2.676100
1006860	0.176979	0.150200
1013120	3.600000	0.179400
1015893	0.975313	0.045600
1018536	0.972396	0.044000
1028320	53.371563	2.491700
1037099	50.306250	2.613900
1037508	53.707188	2.702700
1037710	48.902917	2.607600
1042006	0.211562	0.171800
1042562	53.408437	2.604800
1046473	0.199063	0.138900
1057638	0.071250	0.143400
1059265	53.292812	2.429200
1061338	0.892292	0.042100
1066803	15.257188	4.380400
1073117	0.198125	0.142800
1078822	0.171771	0.128000
1081166	0.122917	0.085200
1084112	53.173021	2.619000
1084505	51.953542	2.507000
1103512	0.177813	0.216000
1103658	0.182708	0.147200
1108815	53.384896	2.482700
1114857	0.153646	0.004200
1123229	49.703125	2.564200
1123792	5.513646	0.465900
1125683	0.218958	0.158400
1126403	0.119792	0.111600
1128358	10.553958	1.204800
1128939	0.963229	0.045800
1128941	53.690729	2.592500
1152611	0.169271	0.138200
1155252	7.337083	0.593200
1165196	0.190625	0.147300
1169987	1.030729	0.044700
1175230	0.971354	0.045900
1206299	5.951875	0.452600
1207370	54.714583	2.576000
1211223	53.795729	2.622900
1215651	54.302500	2.567600
1223498	53.706042	2.217300
1224529	0.138750	0.153300
1225390	1.913333	0.991800
1234517	6.778229	0.526800
1247063	16.174271	1.668900
1247272	53.236354	2.567400
1264604	52.850313	2.555600
1265631	0.046146	0.030200
1267585	0.976771	0.044400
1268350	0.071667	0.156100
1269535	7.783750	0.495200
1275618	9.267292	0.557500
1276359	0.154688	0.103600
1281216	0.197917	0.190000
1281859	53.859687	2.433400
1285812	2.080312	2.668700
1286777	0.141979	0.095200
1302208	9.096354	0.419500
1309475	0.975313	0.043800
1314468	52.770625	2.625500
1318383	52.174583	2.557400
1329471	14.917396	1.690800
1330726	0.131771	0.099500
1331060	0.164479	0.132500
1333634	1.112188	0.046100
1338582	37.967917	2.602300
1347013	48.667500	2.368100
1351129	54.647396	2.605200
1369330	40.404479	2.785400
1370498	9.726458	0.518800
1375630	16.020729	4.509600
1379133	0.976354	0.041700
1381260	0.735729	0.043200
1387261	5.685417	1.004000
1396231	49.508229	2.667300
1400997	46.882708	2.410600
1408465	54.472917	2.641100
1410101	6.690521	0.457900
1414215	7.951042	0.422000
1416943	54.242708	2.621500
1417038	0.091250	0.174700
1419190	11.214583	0.636600
1433084	1.032812	0.045800
1433205	40.899062	1.540500
1433368	0.075938	0.026700
1435272	0.940208	0.045000
1440046	0.188438	0.121700
1441245	0.895000	0.042600
1446002	7.180104	0.776100
1450460	0.202917	0.148300
1458504	12.584167	1.056000
1458629	0.161354	0.098800
1461624	39.760729	1.564000
1479426	3.270000	0.197700
1484297	45.880729	2.546900
1487806	0.923854	0.043600
1496180	53.556667	2.609100
1499054	0.985521	0.045600
1501545	1.033958	0.045800
1506172	53.174062	2.611200
1520870	52.834688	1.907200
1522777	0.738437	0.044200
1523120	0.140625	0.173600
1536229	55.216458	2.615100
1536965	51.888229	1.961700
1540034	7.090937	0.463000
1542123	0.973333	0.044500
1563012	0.991458	0.044400
1563020	0.132500	0.111200
1563112	0.117708	0.149200
1564007	41.120208	2.420600
1567254	0.131458	0.093900
1569586	50.066771	2.570400
1582573	6.557292	0.449400
1588139	2.288229	0.300400
1599406	0.158542	0.149800
1608973	7.779375	0.474000
1609256	54.256875	2.662200
1613803	0.109896	0.104400
1614662	7.480937	0.513000
1624329	52.855104	2.623500
1625226	0.214583	0.708300
1626693	0.896563	0.044100
1637604	0.627917	0.043100
1649951	1.889271	0.198300
1651227	53.064271	2.540200
1652284	0.159062	0.145100
1653591	54.154375	2.611500
1656815	0.981250	0.045700
1657036	3.580938	0.179500
1658919	8.281042	0.514700
1661189	0.165313	0.102400
1675142	0.127500	0.134000
1679566	2.034271	1.000900
1681806	50.856771	1.837800
1682104	48.506563	2.471500
1685962	0.050625	0.022200
1685987	52.880417	2.491500
1687758	0.331146	0.009600
1688448	51.993437	2.391600
1689699	0.081146	0.212900
1692721	8.064375	0.561200
1693122	0.166979	0.156200
1695597	52.474688	2.519800
1700867	0.166146	0.146200
1707631	54.669375	2.648200
1710609	51.426771	2.617900
1712525	0.200208	0.152400
1716132	0.196458	0.161200
1722523	5.102500	0.635800
1731835	8.350938	0.408200
1731965	55.378646	2.658900
1739437	1.030000	0.044100
1742796	0.200937	0.683400
1755801	9.430938	0.791400
1764827	0.930625	0.043200
1772029	51.098750	2.597300
1774153	12.308542	0.579600
1782088	0.181875	0.156800
1785430	1.029688	0.171000
1786173	0.137813	0.173000
1788182	0.863542	0.042400
1789745	0.165833	0.097400
1791274	0.121042	0.125100
1793963	0.104375	0.158700
1796987	52.475104	2.521900
1801278	1.021250	0.044200
1803621	2.100833	2.624000
1803926	50.929583	2.289100
1812545	0.911250	0.044200
1815882	2.376458	0.317500
1816351	50.400000	2.583500
1837916	52.866979	2.579700
1841613	0.045625	0.025600
1842638	0.891667	0.043300
1842987	0.190104	0.151400
1844038	0.971771	0.046800
1867890	46.942188	2.466200
1869276	7.206563	0.436500
1870887	51.651250	2.575400
1875911	53.089062	2.432100
1881585	50.949688	2.584100
1891629	8.426250	0.603000
1896613	53.763229	2.388100
1896772	52.633333	2.518300
1896865	0.181667	0.138900
1900195	87.721875	5.236800
1912736	53.611250	2.438800
1914859	0.059062	0.110100
1917593	54.455937	2.588400
1921345	0.131042	0.161900
1927542	52.332500	2.151100
1929910	0.047500	0.217300
1932836	49.303646	2.639100
1932889	0.187188	0.128300
1934503	53.108229	2.515100
1935478	0.195833	0.138900
1938624	52.441458	2.401700
1944065	53.719479	2.486200
1945513	54.073333	2.541900
1970651	53.016667	2.635800
1974325	49.402604	2.463900
1977118	7.770937	0.496800
1982176	0.147708	0.145000
1984091	0.166458	0.710600
1986062	0.204479	0.136600
1986704	1.020000	0.044800
1989825	0.150104	0.090200
1990124	0.811875	0.042100
1991860	53.055417	2.346700
1999069	0.085625	0.161800
1999506	0.844896	0.044500
2019666	54.745208	2.611900
2021083	53.786979	2.591000
2023446	13.851979	0.600500
2027773	165.650208	60.803200
2027941	7.333646	0.499800
2029478	53.055104	2.542200
2037715	54.364583	2.605700
2037891	0.925521	0.042700
2042505	3.468646	0.186500
2045553	0.132812	0.092300
2046974	44.791458	2.590100
2065412	7.521875	0.503100
2070367	0.181875	0.178800
2070537	16.467396	0.783300
2076042	0.196667	0.143500
2076764	54.763438	2.621200
2083950	45.955833	2.519000
2084211	50.983229	2.498300
2085806	0.162708	0.199300
2094639	0.134896	0.107400
2095848	52.540937	2.505800
2105126	0.111979	0.176200
2108728	52.015104	2.353600
2111343	15.901146	4.280600
2112893	0.917708	0.045300
2131916	51.148646	2.506300
2133948	0.202500	0.159500
2134122	91.414479	5.123600
2137496	6.670208	0.445700
2144149	0.761146	0.044800
2150142	50.770104	2.525000
2159175	45.007812	2.407000
2161076	0.186667	0.146900
2162367	51.135312	2.594400
2170176	1.484479	0.166200
2172971	52.692188	2.449800
2173931	52.694479	2.271700
2189600	51.945417	1.877000
2196127	0.119896	0.015400
2201856	0.137083	0.127500
2211872	12.349896	0.624900
2218054	54.561250	2.858000
2224466	7.177187	0.529100
2226367	0.115833	0.115800
2233268	48.353229	2.623400
2234007	1.085104	0.045100
2234776	10.972917	1.232200
2238786	46.602917	2.601100
2239116	16.000521	1.689300
2245429	0.754896	0.043300
2248871	0.156458	0.093200
2249417	0.133437	0.104900
2249732	0.142292	0.126800
2257783	0.084583	0.167500
2263023	51.064687	2.603400
2264839	52.893542	2.571200
2268992	7.069063	0.463100
2269048	0.795625	0.044800
2269242	38.676563	2.544200
2272212	0.894687	0.042600
2279144	52.138750	2.412100
2287353	47.646146	2.807600
2288847	54.279167	2.599700
2297771	0.161250	0.091100
2303604	0.208021	0.127400
2309573	0.156146	0.102500
2312540	7.210938	0.498200
2313613	43.965000	2.620100
2316620	0.131979	0.140200
2317510	51.954271	2.510400
2319194	54.401875	2.506800
2321062	0.193958	0.125500
2325122	1.019479	0.044700
2336989	53.042187	2.584200
2344406	54.090729	2.611200
2352726	0.631042	0.044300
2359395	53.566354	2.572700
2376903	52.592188	2.412700
2382828	0.116979	0.015800
2382976	52.928021	2.573100
2384478	0.912813	0.043800
2389798	0.199687	0.128300
2397600	53.156146	2.619300
2418968	51.737187	2.564300
2419012	0.172292	0.144700
2420281	6.794688	0.438100
2420890	53.509375	2.623000
2429220	0.046042	0.026200
2430793	54.217708	2.604300
2431287	0.146875	0.159500
2431777	6.884792	0.490100
2443616	0.981042	0.045900
2444749	12.258125	0.388000
2446210	0.968854	0.043600
2462885	1.000729	0.045500
2466684	7.660625	0.492400
2470208	0.075208	0.120600
2473227	0.151250	0.164000
2479562	51.705833	2.601300
2479647	2.804896	1.033900
2480301	0.191979	0.146000
2481628	55.016458	2.584700
2486558	54.303646	2.623900
2492015	2.943437	0.168600
2493974	0.113125	0.137800
2496314	51.662604	2.568200
2497731	53.288542	2.606800
2510291	10.365729	0.303000
2511566	9.101458	0.562900
2512741	1.284896	0.182200
2519551	0.850729	0.045300
2524453	6.637812	0.447700
2525500	0.960417	0.045000
2539721	52.394375	2.569300
2543897	52.208438	2.581300
2554063	0.149062	0.088600
2555687	0.953333	0.044100
2559907	43.061146	2.576400
2563079	46.968646	2.603500
2564764	0.983229	0.044700
2566079	0.149688	0.093800
2567173	0.146875	0.101900
2569784	53.316042	2.438500
2570178	2.057396	0.094200
2575341	7.744063	0.483400
2576950	160.919479	61.329100
2581514	53.333646	2.521800
2585490	53.828437	2.565800
2585671	2.573854	0.303100
2590361	0.218125	0.144000
2594897	45.994792	2.738200
2596364	53.005208	2.580600
2597495	52.747292	2.536900
2603979	8.683854	0.643400
2615468	6.324167	0.401400
2616229	0.930104	0.046500
2621381	0.601458	0.044000
2624642	49.900208	1.836800
2627037	1.010000	0.045500
2631293	0.255521	0.146500
2634527	0.141771	0.093600
2636372	47.162396	2.672900
2642404	0.200833	0.140800
2643567	0.184688	0.129200
2655871	0.121771	0.121000
2656936	46.602083	2.579300
2666691	2.803333	0.916700
2667103	0.149688	0.116700
2667166	0.048750	0.025500
2677200	0.085729	0.126500
2684040	7.311354	0.499100
2692361	3.435313	0.183000
2693442	0.118438	0.168200
2704443	55.010208	2.459100
2707201	52.943854	2.567000
2710569	0.197500	0.151300
2720497	0.214062	0.125800
2721061	1.050000	0.046000
2724649	1.054896	0.043700
2732075	51.452708	2.466700
2742630	1.874479	0.341500
2743171	8.316667	0.522600
2746039	0.117292	0.145600
2753608	54.955937	2.443300
2756332	52.041354	2.543900
2757653	10.168125	0.317600
2759747	0.611250	0.043200
2764014	53.287604	2.590800
2767299	53.860625	2.653400
2773255	0.112292	0.024200
2777875	0.087083	0.170200
2777905	7.717500	0.478300
2781470	1.507708	0.088800
2782765	0.880000	0.042400
2785819	51.440833	2.588600
2787974	0.152500	0.090300
2800319	51.383542	1.847100
2801393	40.496875	1.621600
2806645	7.297187	0.498000
2806902	53.647500	2.580800
2807129	6.611875	0.442200
2808241	52.136979	2.555200
2814395	1.009167	0.046200
2819152	0.164792	0.141200
2820490	0.145937	0.148800
2823097	53.326771	2.437800
2824439	2.400104	0.266400
2825267	53.503229	2.639600
2827095	0.136146	0.117300
2832816	52.920208	2.587400
2836159	0.840104	0.043300
2841123	0.144375	0.088500
2841346	0.178021	0.168500
2842489	0.152604	0.104600
2850566	0.161875	0.090500
2855854	0.130208	0.094500
2857239	9.913646	1.193900
2862097	49.245937	2.738200
2863693	6.713646	0.473600
2867396	54.174375	2.655300
2869654	0.949896	0.044500
2879189	0.087083	0.122100
2882195	0.125417	0.152100
2886396	54.384687	2.598300
2889571	0.140417	0.137400
2891128	55.071562	2.566000
2893770	52.306146	2.427000
2895360	53.038125	2.618100
2895876	0.103646	0.149900
2902566	52.865625	2.614000
2902845	53.708646	2.592600
2906460	0.164583	0.097700
2908859	11.145104	0.992300
2910061	0.070833	0.127500
2923292	0.087917	0.153300
2925384	12.579167	0.837000
2925526	50.506146	2.582700
2935317	12.575104	0.917900
2941459	1.207396	0.165200
2951192	0.080729	0.180700
2957370	52.747917	2.642200
2962485	55.049583	2.610300
2962490	1.138958	0.180200
2962883	45.239479	2.593100
2965237	0.064792	0.130900
2967625	0.790521	0.041700
2973206	2.862188	0.195900
2976873	0.216250	0.143200
2978010	52.115000	2.471100
2991185	53.864167	2.595900
2991654	9.436042	0.389900
2992099	6.874896	0.436600
3002422	92.912292	5.146200
3006752	2.057812	0.997500
3009113	0.187083	0.129600
3010401	0.134167	0.098100
3010969	0.122604	0.094700
3013465	7.895313	0.503300
3016267	16.081458	0.604100
3021578	2.086042	2.684300
3023010	54.172604	2.483100
3029884	53.041979	2.567900
3030534	53.218958	2.422600
3035421	0.113125	0.121200
3039921	0.086458	0.162600
3041977	53.981146	2.785000
3042443	1.482083	0.167900
3044154	0.971250	0.043100
3044300	7.712292	0.481300
3046273	0.127396	0.103800
3053758	45.586458	2.677500
3055965	54.728646	2.611700
3058607	0.862292	0.045400
3060535	47.987500	2.697900
3062603	163.912292	60.962400
3073336	1.076563	0.046200
3076113	7.371875	0.475500
3080251	0.242083	0.124100
3081158	7.697396	0.500100
3087583	0.176563	0.148400
3089101	0.888125	0.044000
3090670	0.186354	0.159400
3093483	8.398750	0.525100
3097667	53.320625	2.405600
3100093	0.112708	0.098100
3103735	8.259375	0.517300
3115716	0.143125	0.139200
3125860	55.462292	2.673900
3126254	8.124063	0.472800
3136521	3.873125	0.186400
3140015	0.280625	0.008900
3142775	9.570312	0.311300
3145896	12.637396	0.862700
3149819	53.958958	2.576200
3150185	0.161354	0.104100
3150338	7.565625	0.487000
3161844	0.196979	0.167700
3162478	51.858229	2.589400
3174638	53.623438	2.602100
3178909	0.180938	0.153000
3179315	53.527813	2.591200
3184423	0.206042	0.174300
3185305	0.180312	0.168800
3185389	7.278437	0.505300
3190069	6.232708	0.524100
3205137	52.818646	2.575100
3211014	51.582813	2.604600
3211905	0.201250	0.136900
3211950	0.161875	0.104600
3215591	0.156667	0.093300
3222535	53.841458	2.661700
3224632	0.864792	0.045300
3230330	158.057292	61.346500
3239801	53.494792	2.652900
3247871	0.145521	0.111500
3255704	0.132188	0.095700
3256447	0.146875	0.128000
3257410	7.770313	0.642200
3264437	16.376458	4.574900
3271544	13.523333	0.584300
3274339	52.965521	2.565500
3274566	0.986354	0.044400
3287675	0.211562	0.154200
3293157	54.381146	2.519400
3296016	54.356250	2.583500
3302729	49.561250	2.417500
3317210	47.069375	2.610900
3317727	38.390521	1.498500
3317867	0.170313	0.143100
3324140	0.087188	0.143000
3326461	1.005625	0.045600
3327030	52.611562	2.483500
3343565	2.270833	0.296000
3352330	0.111250	0.016300
3357373	49.523854	2.898000
3358496	7.396771	0.493000
3367275	52.710833	2.520700
3370112	0.176354	0.134600
3392003	0.212188	0.118200
3405213	0.143542	0.143400
3406885	7.738542	0.508300
3407329	1.095312	0.046400
